Storm Name,Storm Level,Casualties,Location
Michael,1,106,Tokyo
Britney,1,117,San Jose
Anthony,3,180,Honolulu
Carl,1,250,Anaheim
Emma,4,293,Hollywood
Rihanna,2,15,Madison
Harvey,1,248,Tulsa
Benjamin,4,156,Salem
Karen,3,55,Venice
Caleb,3,100,Springfield
Camden,1,291,Prague
Kurt,1,111,Quebec
Owen,1,275,Oklahoma City
Tom,4,15,Salt Lake City
Sylvia,3,182,Colorado Springs
Harmony,3,7,Otawa
Owen,1,187,Innsbruck
Caydence,1,24,Oklahoma City
Angelica,2,155,Valetta
Violet,3,202,Orlando
Rick,3,67,Hollywood
Aiden,3,56,Moreno Valley
Wade,1,202,Milano
Aiden,2,204,Hayward
Marina,4,164,Stockton
Kieth,1,61,Scottsdale
Erica,4,168,Zurich
Rachael,4,190,London
Tony,4,98,Reno
Chris,3,7,Albuquerque
Chad,1,256,Bridgeport
Remy,4,32,Bakersfield
Daron,2,180,Anaheim
Ada,2,96,Columbus
Ryan,4,91,Anaheim
Tyler,3,249,Zurich
Josephine,1,295,El Paso
Chad,1,274,Charlotte
Abbey,4,159,Oklahoma City
Morgan,1,212,Indianapolis
Aileen,2,128,Laredo
Mason,4,70,Fullerton
Anabel,1,227,Oakland
Marvin,2,214,Amarillo
Sloane,3,119,Chicago
Abdul,1,239,Cincinnati
Harvey,4,118,Charlotte
Cedrick,3,244,Houston
Cadence,4,286,Tulsa
Estrella,1,248,Charlotte
Russel,3,231,Columbus
Lillian,4,282,Escondido
Tyson,4,151,Ontario
Chris,3,251,St. Louis
Luke,3,286,Huntsville
Aiden,3,254,Bridgeport
Danny,2,262,Hollywood
Katelyn,1,237,Colorado Springs
Marina,4,158,Madrid
Sofia,2,263,Hollywood
Mark,1,158,Innsbruck
Carter,3,253,Orlando
Mike,1,86,Berna
Ronald,1,156,Dallas
Nick,4,16,Nashville
Mary,1,169,Minneapolis
Camden,3,257,St. Louis
Melinda,4,190,Sacramento
Danny,1,99,Denver
Abdul,3,26,Los Angeles
Owen,4,70,Oakland
Denny,1,65,Orlando
Emma,1,152,Lincoln
Bart,2,295,Honolulu
Rita,2,257,Fort Lauderdale
Jayden,3,274,Salt Lake City
Carl,4,250,Moreno Valley
Luke,3,45,Springfield
Dalia,3,51,Las Vegas
Johnathan,3,84,Otawa
Chris,3,59,San Diego
Hadley,4,29,Henderson
Boris,1,33,Miami
Ronald,1,227,Escondido
Maya,1,169,Pittsburgh
Lana,2,267,Tulsa
Liliana,2,66,Venice
Liliana,3,82,Tallahassee
Aiden,2,7,Hayward
Roger,3,215,San Jose
Evie,4,0,Sacramento
Florence,4,151,Reno
Candice,1,164,Salem
Lucas,1,49,Amarillo
Stacy,4,145,Reno
Carissa,1,222,Salem
Isabella,3,147,Norfolk
Chanelle,2,167,Nashville
Phillip,1,166,Innsbruck
Nick,4,237,Glendale
Tyler,2,234,Berna
Rick,2,86,Henderson
Mackenzie,1,83,Las Vegas
Chadwick,3,172,San Bernardino
Leilani,2,256,Jacksonville
Miley,2,75,Fayetteville
Leroy,2,272,Bellevue
Ruby,4,13,Pittsburgh
Brad,1,129,Baltimore
Hope,4,177,Fayetteville
Eduardo,2,280,New Orleans
Logan,3,2,Denver
Brad,1,66,Wien
Helen,2,33,Arlington
Logan,2,265,Toledo
Gabriel,1,17,San Bernardino
Marvin,4,53,Colorado Springs
Maggie,2,110,Laredo
Eduardo,4,269,Chicago
Maddison,4,111,New Orleans
Marvin,4,97,Madrid
Chad,2,253,Murfreesboro
Scarlett,2,46,St. Louis
Cassidy,4,131,Charlotte
Gemma,4,280,Richmond
Harvey,3,119,Saint Paul
Elijah,3,155,Lakewood
Johnny,2,237,Ontario
Eden,3,254,Albuquerque
Alessia,3,179,Springfield
Charlotte,2,133,Jersey City
Barry,4,50,Dallas
Denis,1,73,Saint Paul
Hannah,4,84,Columbus
Dasha,1,106,Salem
Gabriel,1,214,Columbus
Valerie,4,292,Anaheim
Alex,1,81,Berna
Chad,2,44,Kansas City
George,2,76,Madison
Claire,2,0,Otawa
Josh,1,64,Murfreesboro
Carl,1,170,Zurich
Manuel,1,187,Houston
Mason,3,250,Stockton
Susan,1,47,Madrid
Boris,4,74,Huntsville
Candace,4,84,Los Angeles
Kurt,1,225,Tokyo
Monica,3,239,Oklahoma City
Kassandra,3,148,New Orleans
Mike,2,266,Valetta
Rosa,4,249,Zurich
Mark,4,191,New Orleans
Kimberly,3,266,Hayward
Esmeralda,4,237,Moreno Valley
Bridget,2,194,San Jose
Rhea,2,212,Charlotte
Jacob,1,263,Pittsburgh
Brooklyn,1,120,Madrid
Florence,1,78,Otawa
Enoch,4,203,Valetta
Paula,3,39,Madrid
Ryan,1,131,Reno
Doug,1,215,Murfreesboro
Joseph,4,60,Oakland
Chris,3,121,Otawa
Barney,4,287,Arlington
Joyce,3,89,Omaha
Carmella,4,147,Colorado Springs
Fred,3,207,Baltimore
Bridget,2,223,Jersey City
Marina,3,292,Boston
Joyce,2,129,Cincinnati
Keira,2,51,San Bernardino
Daron,4,45,Minneapolis
Remy,2,128,Bellevue
Dakota,4,182,Columbus
Cristal,2,213,Honolulu
Sofia,3,26,Otawa
Melody,3,230,Fullerton
Russel,3,252,Murfreesboro
Sonya,1,121,Madison
Caleb,1,243,Reno
Russel,3,247,Kansas City
Johnny,3,83,New York
Chloe,4,135,Orlando
Alan,3,140,Rochester
Shay,1,27,Hayward
Ryan,4,72,St. Louis
Logan,4,111,Omaha
Ron,3,170,New York
Noah,2,282,Las Vegas
Francesca,3,282,Wien
Candice,3,184,Phoenix
Leanne,3,3,Berlin
Peter,2,292,Chicago
Matthew,2,265,Tokyo
Joy,1,170,Tulsa
Jackeline,1,38,Dallas
Paula,4,54,Venice
Daniel,2,207,Lancaster
Rhea,3,195,Louisville
Willow,2,139,Quebec
Anthony,4,268,Long Beach
Isabella,1,20,New Orleans
Jacob,2,110,Milwaukee
Benny,1,7,Norfolk
Aiden,4,80,Fayetteville
Norah,2,47,London
Logan,3,37,Albuquerque
Angela,1,255,Stockton
Erick,1,45,San Diego
Oliver,2,184,Jacksonville
Peter,2,146,Venice
Valerie,3,247,Phoenix
Chris,4,207,Bucharest
Enoch,2,43,Stockton
George,2,272,Zurich
Daron,3,214,Madison
Peter,4,115,Colorado Springs
Sloane,1,51,Escondido
Faith,1,53,Bakersfield
Jane,2,46,Fayetteville
Leroy,1,148,Henderson
Elijah,2,42,Oakland
Harry,4,107,Fremont
Olivia,3,274,Huntsville
Phillip,1,257,San Jose
Sylvia,1,244,Boston
Erick,2,192,Dallas
Katelyn,2,76,Los Angeles
Carter,4,138,Sacramento
Benny,4,164,Tulsa
Mark,3,68,Honolulu
Roger,2,29,Berlin
David,3,278,Washington
Tony,1,215,Glendale
Mona,2,54,Wien
Julius,3,59,Tallahassee
Angelica,3,81,Colorado Springs
Wade,1,224,Madison
Melania,1,103,Wien
Summer,1,41,Glendale
Jennifer,1,213,Arlington
Thea,2,51,Fremont
Chadwick,1,247,Jersey City
Benny,2,44,Innsbruck
Daniel,2,74,Henderson
Mackenzie,4,34,Garland
Owen,3,109,Escondido
Jack,4,0,Santa Ana
Harvey,1,36,Hollywood
Erick,2,28,Amarillo
Valentina,4,271,Salem
Hayden,4,176,Amarillo
Gabriel,2,261,Cincinnati
Kurt,4,163,Huntsville
Boris,2,108,Fort Lauderdale
Manuel,2,78,Colorado Springs
Cedrick,4,51,Salt Lake City
Dakota,3,40,Kansas City
Keira,1,20,Tokyo
Maya,1,117,Denver
Sabrina,4,49,Memphis
Mike,3,230,Berna
Clint,3,243,Valetta
Cara,1,230,Honolulu
Carl,3,103,Madison
Rowan,1,96,Wien
Caydence,4,36,Salem
Aurelia,3,274,Dallas
Rihanna,4,207,Norfolk
Chuck,2,198,Paris
Lillian,2,148,Tokyo
Molly,2,206,Denver
Renee,1,213,Paris
Scarlett,2,175,Berlin
Russel,1,38,Detroit
Rebecca,4,111,Rome
Tyler,3,40,Denver
Leroy,2,24,Santa Ana
Rick,1,231,Irving
Wendy,1,152,Louisville
Rowan,4,224,Louisville
Barry,2,195,Denver
Victoria,1,47,Bucharest
Julia,1,170,Minneapolis
Gloria,2,237,San Antonio
Lana,2,137,Zurich
William,2,285,Denver
Bristol,4,215,Phoenix
Doug,4,281,Scottsdale
Marjorie,4,232,Moreno Valley
Bethany,3,50,Stockton
Roger,1,282,Arlington
Kurt,4,88,Innsbruck
Matt,1,4,Minneapolis
Hank,2,266,Reno
Monica,2,62,Richmond
Logan,3,210,Philadelphia
Francesca,2,249,Glendale
Marvin,4,136,Sacramento
Charlize,3,210,San Jose
Nathan,4,128,Lincoln
George,3,136,Santa Ana
Martin,4,235,Dallas
Tony,1,129,Jersey City
Dakota,2,52,Colorado Springs
Jaylene,4,69,Lakewood
Cristal,4,241,Murfreesboro
Boris,1,196,Omaha
Angel,4,13,San Antonio
Adalind,1,245,Albuquerque
Marie,1,137,Fremont
Valentina,3,194,Milano
Phillip,2,173,Saint Paul
Maria,1,80,Madrid
Daniel,2,260,San Antonio
Brooklyn,2,109,Detroit
Sonya,1,4,Paris
Mason,2,52,Anaheim
Alba,3,49,Scottsdale
Hank,1,136,New Orleans
Daria,4,128,Oklahoma City
Bob,1,194,New Orleans
Erick,2,240,Salem
Benny,2,119,Valetta
Ryan,4,194,Boston
Jennifer,2,85,Lisbon
Kamila,4,249,Santa Ana
Luke,3,151,San Jose
Victoria,3,191,Bridgeport
Mavis,4,280,Glendale
Johnathan,4,15,Huntsville
Nathan,1,65,Lakewood
Wade,4,188,Fremont
Wendy,2,4,Salem
Piper,4,0,Moreno Valley
Emma,1,0,Glendale
Benny,2,134,Baltimore
Marigold,4,269,St. Louis
Sebastian,2,187,Fullerton
Clint,1,3,Seattle
Mark,4,212,Atlanta
Samantha,4,90,Jacksonville
Chester,1,115,Lyon
Manuel,2,249,Louisville
Peyton,3,213,Columbus
Nick,2,13,Washington
Noah,1,188,Berna
Erick,3,283,Chicago
Agnes,2,37,Prague
Henry,1,183,Ontario
Gabriel,1,178,Venice
Jenna,1,31,Louisville
Chadwick,4,292,Fort Lauderdale
Jolene,3,281,Berna
Camden,3,103,Charlotte
Enoch,2,291,Fort Lauderdale
Lillian,3,291,Houston
Olivia,3,202,Escondido
Raquel,3,159,Dallas
Wade,2,298,Ontario
Kaylee,1,49,Bucharest
Jamie,4,202,San Diego
Jayden,1,291,Valetta
Miriam,4,64,Murfreesboro
Daron,4,195,Lancaster
Martin,1,212,Santa Ana
Adela,2,267,Saint Paul
Adalind,3,292,Madrid
Hayden,4,37,New York
Ivy,3,38,Boston
Lucas,2,143,Fort Lauderdale
Ron,2,165,Irving
Camellia,1,265,London
Alexander,1,112,Huntsville
Regina,4,249,Madrid
Summer,3,226,Wien
Deborah,4,149,Escondido
Gabriel,4,226,Seattle
Melanie,1,92,Bridgeport
Boris,1,222,Baltimore
Chris,1,59,Ontario
Eden,2,26,Wien
Eduardo,3,148,Lyon
Harry,3,178,Anaheim
Marigold,2,1,Fort Lauderdale
Ember,3,54,Prague
Mark,4,287,Long Beach
Alexander,3,126,Glendale
Rae,4,209,Atlanta
Tony,3,88,Las Vegas
Maddison,2,36,Reno
Tyler,1,19,Colorado Springs
Gabriel,2,104,Reno
Iris,3,48,Detroit
Daniel,1,228,Springfield
Maggie,3,151,Arlington
Aiden,1,65,Pittsburgh
Rosa,4,71,Orlando
Martin,3,191,Valetta
Noemi,3,296,Huntsville
Nathan,2,133,Stockton
Liam,3,210,Salem
Anais,3,239,Anaheim
Samara,1,198,Orlando
Gina,3,208,Los Angeles
Stacy,3,106,Jersey City
Mona,3,172,Minneapolis
Tony,4,30,Tulsa
Sage,1,3,Omaha
Eduardo,4,6,Chicago
Daron,4,159,Rochester
Liam,3,212,New York
Emery,2,134,Fayetteville
Logan,1,136,Glendale
Aleksandra,4,34,Toledo
Leslie,2,38,Venice
Nick,3,262,Philadelphia
Scarlett,1,115,Chicago
Nick,1,59,Otawa
Enoch,3,282,Bakersfield
Erick,2,55,Phoenix
Chadwick,4,133,Worcester
Mina,3,226,Anaheim
Matthew,2,175,Albuquerque
Sabina,3,293,Huntsville
Emmanuelle,3,126,Lyon
Marilyn,3,8,Moreno Valley
Margot,2,59,Orlando
Mike,4,241,Atlanta
Candice,2,172,Nashville
Adalind,1,217,Paris
Moira,2,77,Minneapolis
Martin,2,128,Prague
Elly,3,2,Denver
Jacob,2,36,Los Angeles
Harry,4,143,San Jose
Eden,1,33,Otawa
Payton,4,253,Berlin
Hanna,1,256,Fullerton
Victoria,2,19,Pittsburgh
Phoebe,2,128,Lisbon
Gabriel,1,297,Wien
Kendra,4,259,Huntsville
Audrey,1,220,Kansas City
Thea,3,28,Cincinnati
Alessandra,2,49,El Paso
Jessica,4,238,Phoenix
Alan,3,25,Moreno Valley
Angela,4,236,Irving
Eve,1,277,Lisbon
Analise,3,259,El Paso
Boris,1,211,Miami
Trisha,4,33,London
Mackenzie,1,55,Charlotte
Matthew,1,293,Pittsburgh
Cherish,4,126,Springfield
Agnes,2,43,Atlanta
Caitlyn,1,273,Fullerton
Ronald,1,190,Ontario
Bridget,3,122,Otawa
Julius,1,1,Washington
Bernadette,3,53,Toledo
Marigold,4,82,Phoenix
Penelope,3,182,Huntsville
Sebastian,1,68,Sacramento
Winnie,3,268,Jacksonville
Chelsea,2,218,London
Davina,2,247,Lakewood
Gabriel,4,246,London
Crystal,4,288,Indianapolis
Ivette,1,143,Seattle
Peter,4,104,Fremont
Rosie,3,122,Indianapolis
Lara,1,267,Worcester
Rick,4,221,San Diego
Luke,2,255,Jersey City
Cassandra,3,138,Fullerton
Joyce,4,108,Worcester
Carl,1,59,Venice
Mark,2,116,Albuquerque
Carl,4,115,Prague
Michael,2,275,Fayetteville
Barney,4,31,Fort Lauderdale
Andie,2,135,Albuquerque
Jasmine,3,94,Fullerton
Juliette,3,236,Jacksonville
Kieth,4,189,Albuquerque
David,1,215,Moreno Valley
Carter,1,89,Rochester
Kenzie,1,19,Bucharest
Agnes,4,52,Seattle
Phoebe,3,129,Paris
Kimberly,3,44,Wien
Charlotte,2,265,Jacksonville
Isabella,3,209,Tulsa
Mara,2,37,Louisville
Tyson,3,238,Lisbon
William,4,79,Scottsdale
George,3,160,Lyon
Johnny,4,71,Baltimore
Morgan,1,89,Denver
Allison,2,188,Indianapolis
Wendy,2,2,Jacksonville
Sebastian,4,37,Fayetteville
Monica,1,90,San Antonio
Leah,1,203,Prague
Domenic,1,97,Hollywood
John,2,195,Denver
Lily,1,249,Arlington
Sofie,3,227,Oakland
Bob,4,50,Berna
Fred,4,147,Detroit
Russel,3,266,Portland
Harvey,1,8,Bellevue
Celia,1,294,San Diego
Miley,2,10,Glendale
Tyson,2,290,Laredo
Maribel,1,265,Hayward
Faith,4,242,Louisville
Ethan,2,0,Minneapolis
Rosalie,3,177,Irving
Lara,4,183,Detroit
Nick,4,197,Pittsburgh
Celina,3,214,Houston
Morgan,1,63,Tallahassee
Aurelia,2,168,Milano
Enoch,2,207,Phoenix
Lauren,3,89,Murfreesboro
Enoch,2,11,Los Angeles
Cameron,1,37,Stockton
Jazmin,3,72,Quebec
Rosa,2,94,Wien
Deborah,2,36,Louisville
Bristol,1,294,Omaha
Caleb,2,58,Fayetteville
Lucas,1,143,Detroit
Karen,1,132,Lancaster
Laila,1,206,Nashville
Leroy,2,72,Venice
Erica,2,186,Springfield
Peter,1,168,San Diego
Vanessa,2,50,Berna
Evelynn,1,140,Tokyo
Denis,4,153,Tulsa
Maxwell,2,200,Tallahassee
Javier,1,73,Indianapolis
Britney,3,17,Anaheim
Olivia,3,265,Memphis
Kurt,4,74,San Francisco
Leroy,4,59,Escondido
Adelaide,4,22,Garland
Bart,3,85,Jersey City
Marvin,1,219,Madrid
Aeris,4,253,Oklahoma City
Celina,4,76,Honolulu
Denny,1,93,Bridgeport
Parker,4,287,Bridgeport
Denny,2,227,Columbus
Alexia,2,189,Fayetteville
Owen,1,258,Murfreesboro
Daron,1,206,Long Beach
Abdul,3,54,Las Vegas
Manuel,1,190,Kansas City
Leroy,1,25,Lisbon
Adina,1,73,Lyon
Belinda,2,56,Madrid
Sebastian,2,237,Henderson
Sebastian,1,187,Tokyo
Ema,2,237,Huntsville
Chuck,3,129,Bellevue
Russel,1,250,Tokyo
Britney,4,201,San Diego
Sadie,2,237,Escondido
Caleb,2,153,Miami
Gil,3,12,Springfield
Bryon,2,94,Seattle
Barney,4,8,Denver
Analise,2,224,Innsbruck
Hope,3,19,Arlington
Amelia,3,152,Oklahoma City
Michael,1,292,Milano
Josh,4,122,Louisville
Sofia,2,89,Houston
Harry,2,195,Lincoln
Lynn,3,82,Glendale
Meredith,2,232,Escondido
Alexander,4,241,Jersey City
Isabella,4,159,Fullerton
Sebastian,1,100,Phoenix
Doug,1,91,Scottsdale
Wade,4,136,Nashville
Maria,4,40,Tallahassee
Nathan,1,36,Nashville
Denis,3,14,Oklahoma City
Johnathan,4,208,Oakland
Iris,2,178,Venice
Nicholas,1,58,Los Angeles
Elle,2,147,Richmond
Jolene,4,76,St. Louis
Estrella,4,7,Fullerton
Mark,1,239,Jacksonville
Juliette,1,225,San Francisco
Meredith,2,54,Milwaukee
Celina,1,115,Indianapolis
Luke,1,268,Henderson
Iris,3,117,Prague
Chuck,2,190,Berlin
Rachael,2,125,El Paso
Rocco,3,40,Bucharest
Logan,3,68,Las Vegas
Gabriel,3,178,Albuquerque
Rita,2,200,New York
Davina,4,1,Indianapolis
Wade,3,82,Ontario
Kurt,3,149,Lisbon
Boris,1,271,Escondido
Summer,2,126,Norfolk
Domenic,3,125,Tallahassee
Manuel,3,155,Norfolk
Tyler,3,209,San Antonio
Hayden,2,45,Houston
Hazel,1,170,Garland
Gil,2,114,Columbus
Cynthia,2,7,New Orleans
Michelle,2,0,Innsbruck
Gina,1,157,Worcester
Tyler,2,29,Irving
Tyler,1,198,Quebec
Dani,1,37,Seattle
Peter,2,274,Louisville
Fred,3,49,Lyon
Keira,2,274,Valetta
Denny,3,298,Indianapolis
Fred,2,214,Laredo
Scarlett,3,6,Wien
Denny,1,189,Miami
Fred,1,31,San Antonio
Phoebe,1,26,Tulsa
Beatrice,1,76,Bakersfield
Matthew,1,208,Rome
Celina,3,222,Charlotte
Zoe,3,32,Murfreesboro
Lucas,3,138,Murfreesboro
Camden,2,56,Tallahassee
Kassandra,1,49,Washington
Jennifer,2,277,Amarillo
Valerie,2,30,London
Miley,2,54,Saint Paul
Mike,1,169,Santa Ana
Dasha,4,219,New York
Mark,4,124,Toledo
Kieth,2,126,Rochester
Cameron,3,51,Colorado Springs
Carter,3,23,Glendale
Stephanie,2,179,Richmond
Victoria,3,113,Philadelphia
Logan,3,6,Quebec
Fiona,1,3,Glendale
Teagan,4,297,Reno
Rhea,4,234,Albuquerque
Caleb,3,270,Colorado Springs
Zoe,2,78,Indianapolis
Paige,1,166,Tulsa
Daniel,3,49,Minneapolis
Hayden,3,72,Denver
Mike,2,264,Dallas
Adeline,4,46,Minneapolis
Daniel,4,71,San Bernardino
Candace,4,172,Prague
Cassidy,2,134,Springfield
Domenic,3,131,Honolulu
Stella,2,227,Tallahassee
Raquel,2,187,San Bernardino
Kassandra,4,63,Springfield
Carissa,2,93,Huntsville
Valentina,4,149,Hayward
Jennifer,4,136,Milwaukee
Erick,2,77,Pittsburgh
Jamie,1,289,Chicago
Nathan,1,214,Rochester
Logan,1,7,Lincoln
Greta,2,151,Indianapolis
Ramon,4,281,Escondido
Candice,1,179,Phoenix
Carl,3,157,Arlington
Roger,2,249,Tallahassee
Vicky,2,91,Milwaukee
David,4,120,New Orleans
Melody,4,246,Bakersfield
Scarlett,1,204,Berna
Denny,3,12,Berna
Noah,3,228,Laredo
Nick,3,69,Seattle
Anne,3,271,Lakewood
Percy,3,17,Indianapolis
Wade,4,128,Toledo
Thea,4,117,New Orleans
Mara,1,258,Seattle
Lucas,1,69,Fort Lauderdale
Enoch,3,137,San Jose
Candice,1,241,Murfreesboro
Julian,3,180,Wien
Tyler,2,202,Glendale
Carmella,1,209,Bridgeport
Melinda,4,161,London
Henry,2,278,Irving
Angelica,2,8,Fremont
Eve,4,261,Berlin
Erick,3,239,Charlotte
Carl,2,118,Reno
Renee,4,242,Lisbon
Chester,3,129,Bucharest
Ada,3,279,Miami
Evelynn,1,12,Springfield
Carol,2,237,Sacramento
Candace,4,185,Huntsville
Mayleen,4,63,Worcester
Ryan,3,1,Irving
Marvin,3,262,Zurich
Dorothy,3,103,Lisbon
Josh,2,292,Bakersfield
Wade,1,45,Berna
Natalie,1,150,Columbus
Bryon,2,107,Valetta
Henry,1,113,Bellevue
Cecilia,2,131,Quebec
Ethan,3,179,Denver
Nathan,1,34,Richmond
Nathan,2,168,Omaha
Percy,1,80,Oklahoma City
Alexander,2,282,Otawa
Margaret,4,243,Anaheim
Shelby,3,43,Ontario
George,2,107,Bakersfield
Daron,2,62,Scottsdale
Vivian,3,242,Ontario
Deborah,1,279,Phoenix
Judith,3,269,Indianapolis
Ivette,1,146,Glendale
Catherine,2,145,Bridgeport
Ron,3,51,Tokyo
Carrie,1,107,Houston
Nancy,1,219,Arlington
Madelyn,4,139,New Orleans
Hayden,3,277,Salem
Maddison,4,110,Rome
Erin,1,48,San Diego
Sarah,1,267,Irving
Olivia,2,40,San Francisco
Darlene,2,66,Worcester
Clarissa,4,283,Omaha
Bridget,4,284,Quebec
Kurt,4,248,Madison
Lily,4,54,Saint Paul
Benny,4,240,Omaha
Michael,2,170,Nashville
Rick,3,237,Lincoln
Caleb,2,178,Honolulu
Keira,1,266,Prague
Anthony,2,199,Anaheim
Mara,2,189,Irving
Piper,1,114,Kansas City
Dakota,1,189,Arlington
Alan,4,231,Lyon
Rufus,2,85,Lincoln
Melinda,1,18,London
Angelique,3,283,Bellevue
Nicholas,4,36,Denver
Martha,4,118,Colorado Springs
Sabina,2,187,Indianapolis
Ramon,3,196,Louisville
Eduardo,1,173,Long Beach
Liam,4,299,Santa Ana
Marie,2,141,Glendale
Ciara,4,189,Miami
Martin,4,151,Memphis
Tyler,2,187,Indianapolis
Nicholas,1,158,Murfreesboro
Joyce,2,236,Reno
Bob,4,182,Oakland
David,4,236,Berna
Sofie,1,60,Oakland
Tom,3,96,San Francisco
Nick,2,168,San Francisco
Jade,3,285,Minneapolis
Chuck,1,274,Jacksonville
Shelby,2,240,Madison
Roger,3,53,San Antonio
Wade,4,247,Murfreesboro
Drew,1,126,Zurich
Elijah,2,75,Venice
Chadwick,1,133,Houston
Henry,1,130,New Orleans
Renee,3,254,Atlanta
Judith,1,227,Fayetteville
Regina,4,129,Santa Ana
Louise,3,169,New Orleans
Russel,1,256,Lancaster
Alba,1,126,Denver
Angelique,2,86,Escondido
Roger,1,277,Fayetteville
Bart,3,54,Louisville
Julianna,3,196,Philadelphia
Isabel,3,268,Omaha
Ivette,4,70,Bucharest
Mason,3,184,San Bernardino
Blake,3,45,Baltimore
Enoch,3,147,Richmond
Noah,4,132,Baltimore
Rowan,3,167,Indianapolis
Hazel,3,216,Oklahoma City
Megan,4,277,Philadelphia
Daron,4,96,Charlotte
Alexander,2,256,Wien
Jenna,1,221,Dallas
Claire,2,130,Fullerton
Marvin,1,54,Toledo
Tyler,4,193,Innsbruck
Alexander,4,188,Indianapolis
Maggie,3,156,Saint Paul
Tyler,3,149,Atlanta
Daron,4,23,Fremont
Belinda,3,290,Denver
Rachael,4,70,San Bernardino
Iris,4,183,Milano
Melania,2,91,Lisbon
Manuel,4,252,Houston
Peter,3,204,Tokyo
Elisabeth,4,3,Bellevue
Bryon,4,145,San Bernardino
Barry,2,199,Berna
Brad,1,2,San Jose
Harvey,3,15,Los Angeles
Eduardo,3,62,Chicago
Alice,1,57,Bakersfield
Percy,4,133,Moreno Valley
Carl,1,134,Tulsa
Nick,1,119,Milano
Hazel,3,84,Amarillo
Boris,4,84,Venice
Mason,3,2,Moreno Valley
Tony,1,169,New Orleans
Aiden,3,77,Fremont
Gladys,1,152,Tokyo
Olivia,2,214,Toledo
Bryce,4,74,Denver
Nate,2,149,Venice
Clint,4,207,Murfreesboro
Rosemary,3,258,Zurich
Elly,2,194,Las Vegas
Julius,2,71,Rochester
Lorraine,4,276,Ontario
Nate,4,125,Seattle
Ronald,1,93,New Orleans
Erick,2,297,Milano
Regina,2,110,Paris
Mina,1,85,Quebec
Roger,2,92,San Bernardino
Tiffany,1,182,Tallahassee
Ciara,1,146,Tulsa
Anne,1,34,Atlanta
Nicholas,2,224,Otawa
Kieth,3,221,Salem
Maxwell,3,123,Honolulu
Madison,4,137,Glendale
Julian,4,215,Tallahassee
Harriet,4,246,Escondido
Parker,1,235,Sacramento
Rocco,3,182,San Antonio
Roger,2,113,Louisville
Selena,4,178,Glendale
Candice,3,83,Bridgeport
Eden,3,140,Rome
Aurelia,3,135,Bakersfield
Javier,4,225,Los Angeles
Megan,1,195,Fort Lauderdale
Nathan,2,91,Arlington
Chuck,2,296,Fort Lauderdale
Catherine,4,40,Tokyo
Quinn,1,25,Worcester
Nina,4,83,Glendale
Emerald,1,259,Amarillo
Sofia,4,43,El Paso
Hank,1,61,Bucharest
Joseph,3,94,El Paso
Francesca,3,211,Fort Lauderdale
Elijah,1,23,Murfreesboro
Martha,1,142,Louisville
Cedrick,2,14,Albuquerque
Phillip,3,74,Hayward
Zoe,4,27,Nashville
Mason,3,119,New York
Gabriel,2,220,Washington
Mary,4,188,Oklahoma City
Barney,4,238,Salem
Daron,3,29,San Jose
Morgan,2,265,Cincinnati
Melody,1,230,Sacramento
Carter,3,172,Las Vegas
Caleb,3,218,Atlanta
Raquel,4,221,Bakersfield
Leroy,1,258,Venice
Julia,2,299,Anaheim
Caleb,2,4,Los Angeles
Rick,1,292,Baltimore
Tania,1,247,Milano
Logan,4,178,Tulsa
Rocco,4,237,San Jose
Dalia,1,246,Bakersfield
Russel,3,286,Long Beach
Andie,3,299,Richmond
Teagan,1,281,Garland
Valentina,1,112,Salt Lake City
Ally,4,136,Bakersfield
Shelby,3,183,San Jose
Rosalyn,2,262,Bakersfield
Julius,1,149,Arlington
Liam,4,131,St. Louis
Skylar,4,148,Madison
Percy,4,214,Henderson
Ryan,1,256,Oklahoma City
Callie,1,180,Denver
Adela,1,253,Fullerton
Rocco,3,31,St. Louis
Lucy,2,45,Paris
Tom,1,42,Fort Lauderdale
Georgia,3,224,Miami
Jack,2,295,Hayward
Mike,2,88,Rome
Julius,4,161,Salem
Taylor,3,124,Milwaukee
Lucy,1,201,Oklahoma City
Marvin,4,140,Jersey City
Georgia,2,116,Rochester
Chad,3,86,Glendale
Hailey,1,187,San Diego
Grace,3,275,Otawa
Colleen,1,215,Amarillo
Penny,3,142,Nashville
Rosa,4,14,Indianapolis
Daron,3,104,Louisville
Ron,2,171,Reno
Priscilla,2,33,Kansas City
Claire,1,232,Moreno Valley
Shannon,3,134,San Diego
Boris,2,293,Rome
Carter,1,55,Anaheim
Nathan,2,150,Oakland
Mary,3,0,Albuquerque
Candace,3,83,Colorado Springs
Eve,1,88,San Francisco
Owen,1,238,Venice
Havana,2,14,Innsbruck
Josh,2,147,Rochester
Ethan,3,19,Amarillo
Isabella,3,67,New York
Tony,4,58,Pittsburgh
Alexander,4,248,Laredo
Sebastian,3,165,Miami
Alexa,3,229,Indianapolis
Ryan,1,26,Dallas
Brad,1,106,New York
Aleksandra,4,268,Zurich
Victoria,1,108,San Diego
Miley,2,95,Portland
Caitlyn,4,183,Tulsa
Daron,4,237,Fort Lauderdale
William,4,167,Lisbon
Norah,2,276,Columbus
Bryon,3,60,Minneapolis
Matt,1,63,Chicago
Carl,4,78,Prague
Josephine,2,241,Phoenix
Barney,1,229,Long Beach
Renee,3,101,Denver
Adina,3,215,Berna
